f0,f1,f2,f3,n_params
2,4,4,0,3024
2,4,4,1,1296
2,4,4,2,1296
2,4,4,3,216
2,4,4,4,4104
2,4,4,5,3024
2,4,4,6,3024
2,4,4,7,1296
2,4,5,0,504
2,4,5,1,216
2,4,5,2,216
2,4,5,3,36
2,4,5,4,684
2,4,5,5,504
2,4,5,6,504
2,4,5,7,216
2,4,6,0,7056
2,4,6,1,3024
2,4,6,2,3024
2,4,6,3,504
2,4,6,4,9576
2,4,6,5,7056
2,4,6,6,7056
2,4,6,7,3024
2,4,7,0,3024
2,4,7,1,1296
2,4,7,2,1296
2,4,7,3,216
2,4,7,4,4104
2,4,7,5,3024
2,4,7,6,3024
2,4,7,7,1296
2,5,0,0,16464
2,5,0,1,7056
2,5,0,2,7056
2,5,0,3,1176
2,5,0,4,22344
2,5,0,5,16464
2,5,0,6,16464
2,5,0,7,7056
2,5,1,0,7056
2,5,1,1,3024
2,5,1,2,3024
2,5,1,3,504
2,5,1,4,9576
2,5,1,5,7056
2,5,1,6,7056
2,5,1,7,3024
2,5,2,0,22344
2,5,2,1,9576
2,5,2,2,9576
2,5,2,3,1596
2,5,2,4,30324
2,5,2,5,22344
2,5,2,6,22344
2,5,2,7,9576
2,5,3,0,16464
2,5,3,1,7056
2,5,3,2,7056
2,5,3,3,1176
2,5,3,4,22344
2,5,3,5,16464
2,5,3,6,16464
2,5,3,7,7056
2,5,4,0,7056
2,5,4,1,3024
2,5,4,2,3024
2,5,4,3,504
2,5,4,4,9576
2,5,4,5,7056
2,5,4,6,7056
2,5,4,7,3024
2,5,5,0,1176
2,5,5,1,504
2,5,5,2,504
2,5,5,3,84
2,5,5,4,1596
2,5,5,5,1176
2,5,5,6,1176
2,5,5,7,504
2,5,6,0,16464
2,5,6,1,7056
2,5,6,2,7056
2,5,6,3,1176
2,5,6,4,22344
2,5,6,5,16464
2,5,6,6,16464
2,5,6,7,7056
2,5,7,0,7056
2,5,7,1,3024
2,5,7,2,3024
2,5,7,3,504
2,5,7,4,9576
2,5,7,5,7056
2,5,7,6,7056
2,5,7,7,3024
2,6,0,0,1176
2,6,0,1,504
2,6,0,2,504
2,6,0,3,84
2,6,0,4,1596
2,6,0,5,1176
2,6,0,6,1176
2,6,0,7,504
2,6,1,0,504
2,6,1,1,216
2,6,1,2,216
2,6,1,3,36
2,6,1,4,684
2,6,1,5,504
2,6,1,6,504
2,6,1,7,216
2,6,2,0,1596
2,6,2,1,684
2,6,2,2,684
2,6,2,3,114
2,6,2,4,2166
2,6,2,5,1596
2,6,2,6,1596
2,6,2,7,684
2,6,3,0,1176
2,6,3,1,504
2,6,3,2,504
2,6,3,3,84
2,6,3,4,1596
2,6,3,5,1176
2,6,3,6,1176
2,6,3,7,504
2,6,4,0,504
2,6,4,1,216
2,6,4,2,216
2,6,4,3,36
2,6,4,4,684
2,6,4,5,504
2,6,4,6,504
2,6,4,7,216
2,6,5,0,84
2,6,5,1,36
2,6,5,2,36
2,6,5,3,6
2,6,5,4,114
2,6,5,5,84
2,6,5,6,84
2,6,5,7,36
2,6,6,0,1176
2,6,6,1,504
2,6,6,2,504
2,6,6,3,84
2,6,6,4,1596
2,6,6,5,1176
2,6,6,6,1176
2,6,6,7,504
2,6,7,0,504
2,6,7,1,216
2,6,7,2,216
2,6,7,3,36
2,6,7,4,684
2,6,7,5,504
2,6,7,6,504
2,6,7,7,216
2,7,0,0,7056
2,7,0,1,3024
2,7,0,2,3024
2,7,0,3,504
2,7,0,4,9576
2,7,0,5,7056
2,7,0,6,7056
2,7,0,7,3024
2,7,1,0,3024
2,7,1,1,1296
2,7,1,2,1296
2,7,1,3,216
2,7,1,4,4104
2,7,1,5,3024
2,7,1,6,3024
2,7,1,7,1296
2,7,2,0,9576
2,7,2,1,4104
2,7,2,2,4104
2,7,2,3,684
2,7,2,4,12996
2,7,2,5,9576
2,7,2,6,9576
2,7,2,7,4104
2,7,3,0,7056
2,7,3,1,3024
2,7,3,2,3024
2,7,3,3,504
2,7,3,4,9576
2,7,3,5,7056
2,7,3,6,7056
2,7,3,7,3024
2,7,4,0,3024
2,7,4,1,1296
2,7,4,2,1296
2,7,4,3,216
2,7,4,4,4104
2,7,4,5,3024
2,7,4,6,3024
2,7,4,7,1296
2,7,5,0,504
2,7,5,1,216
2,7,5,2,216
2,7,5,3,36
2,7,5,4,684
2,7,5,5,504
2,7,5,6,504
2,7,5,7,216
2,7,6,0,7056
2,7,6,1,3024
2,7,6,2,3024
2,7,6,3,504
2,7,6,4,9576
2,7,6,5,7056
2,7,6,6,7056
2,7,6,7,3024
2,7,7,0,3024
2,7,7,1,1296
2,7,7,2,1296
2,7,7,3,216
2,7,7,4,4104
2,7,7,5,3024
2,7,7,6,3024
2,7,7,7,1296
3,0,0,0,38416
3,0,0,1,16464
3,0,0,2,16464
3,0,0,3,2744
3,0,0,4,52136
3,0,0,5,38416
3,0,0,6,38416
3,0,0,7,16464
3,0,1,0,16464
3,0,1,1,7056
3,0,1,2,7056
3,0,1,3,1176
3,0,1,4,22344
3,0,1,5,16464
3,0,1,6,16464
3,0,1,7,7056
3,0,2,0,52136
3,0,2,1,22344
3,0,2,2,22344
3,0,2,3,3724
3,0,2,4,70756
3,0,2,5,52136
3,0,2,6,52136
3,0,2,7,22344
3,0,3,0,38416
3,0,3,1,16464
3,0,3,2,16464
3,0,3,3,2744
3,0,3,4,52136
3,0,3,5,38416
3,0,3,6,38416
3,0,3,7,16464
3,0,4,0,16464
3,0,4,1,7056
3,0,4,2,7056
3,0,4,3,1176
3,0,4,4,22344
3,0,4,5,16464
3,0,4,6,16464
3,0,4,7,7056
3,0,5,0,2744
3,0,5,1,1176
3,0,5,2,1176
3,0,5,3,196
3,0,5,4,3724
3,0,5,5,2744
3,0,5,6,2744
3,0,5,7,1176
3,0,6,0,38416
3,0,6,1,16464
3,0,6,2,16464
3,0,6,3,2744
3,0,6,4,52136
3,0,6,5,38416
3,0,6,6,38416
3,0,6,7,16464
3,0,7,0,16464
3,0,7,1,7056
3,0,7,2,7056
3,0,7,3,1176
3,0,7,4,22344
3,0,7,5,16464
3,0,7,6,16464
3,0,7,7,7056
3,1,0,0,52136
3,1,0,1,22344
3,1,0,2,22344
3,1,0,3,3724
3,1,0,4,70756
3,1,0,5,52136
3,1,0,6,52136
3,1,0,7,22344
3,1,1,0,22344
3,1,1,1,9576
3,1,1,2,9576
3,1,1,3,1596
3,1,1,4,30324
3,1,1,5,22344
3,1,1,6,22344
3,1,1,7,9576
3,1,2,0,70756
3,1,2,1,30324
3,1,2,2,30324
3,1,2,3,5054
3,1,2,4,96026
3,1,2,5,70756
3,1,2,6,70756
3,1,2,7,30324
3,1,3,0,52136
3,1,3,1,22344
3,1,3,2,22344
3,1,3,3,3724
3,1,3,4,70756
3,1,3,5,52136
3,1,3,6,52136
3,1,3,7,22344
3,1,4,0,22344
3,1,4,1,9576
3,1,4,2,9576
3,1,4,3,1596
3,1,4,4,30324
3,1,4,5,22344
3,1,4,6,22344
3,1,4,7,9576
3,1,5,0,3724
3,1,5,1,1596
3,1,5,2,1596
3,1,5,3,266
3,1,5,4,5054
3,1,5,5,3724
3,1,5,6,3724
3,1,5,7,1596
3,1,6,0,52136
3,1,6,1,22344
3,1,6,2,22344
3,1,6,3,3724
3,1,6,4,70756
3,1,6,5,52136
3,1,6,6,52136
3,1,6,7,22344
3,1,7,0,22344
3,1,7,1,9576
3,1,7,2,9576
3,1,7,3,1596
3,1,7,4,30324
3,1,7,5,22344
3,1,7,6,22344
3,1,7,7,9576
3,2,0,0,16464
3,2,0,1,7056
3,2,0,2,7056
3,2,0,3,1176
3,2,0,4,22344
3,2,0,5,16464
3,2,0,6,16464
3,2,0,7,7056
3,2,1,0,7056
3,2,1,1,3024
3,2,1,2,3024
3,2,1,3,504
3,2,1,4,9576
3,2,1,5,7056
3,2,1,6,7056
3,2,1,7,3024
3,2,2,0,22344
3,2,2,1,9576
3,2,2,2,9576
3,2,2,3,1596
3,2,2,4,30324
3,2,2,5,22344
3,2,2,6,22344
3,2,2,7,9576
3,2,3,0,16464
3,2,3,1,7056
3,2,3,2,7056
3,2,3,3,1176
3,2,3,4,22344
3,2,3,5,16464
3,2,3,6,16464
3,2,3,7,7056
3,2,4,0,7056
3,2,4,1,3024
3,2,4,2,3024
3,2,4,3,504
3,2,4,4,9576
3,2,4,5,7056
3,2,4,6,7056
3,2,4,7,3024
3,2,5,0,1176
3,2,5,1,504
3,2,5,2,504
3,2,5,3,84
3,2,5,4,1596
3,2,5,5,1176
3,2,5,6,1176
3,2,5,7,504
3,2,6,0,16464
3,2,6,1,7056
3,2,6,2,7056
3,2,6,3,1176
3,2,6,4,22344
3,2,6,5,16464
3,2,6,6,16464
3,2,6,7,7056
3,2,7,0,7056
3,2,7,1,3024
3,2,7,2,3024
3,2,7,3,504
3,2,7,4,9576
3,2,7,5,7056
3,2,7,6,7056
3,2,7,7,3024
3,3,0,0,38416
3,3,0,1,16464
3,3,0,2,16464
3,3,0,3,2744
3,3,0,4,52136
3,3,0,5,38416
3,3,0,6,38416
3,3,0,7,16464
3,3,1,0,16464
3,3,1,1,7056
3,3,1,2,7056
3,3,1,3,1176
3,3,1,4,22344
3,3,1,5,16464
3,3,1,6,16464
3,3,1,7,7056
3,3,2,0,52136
3,3,2,1,22344
3,3,2,2,22344
3,3,2,3,3724
3,3,2,4,70756
3,3,2,5,52136
3,3,2,6,52136
3,3,2,7,22344
3,3,3,0,38416
3,3,3,1,16464
3,3,3,2,16464
3,3,3,3,2744
3,3,3,4,52136
3,3,3,5,38416
3,3,3,6,38416
3,3,3,7,16464
3,3,4,0,16464
3,3,4,1,7056
3,3,4,2,7056
3,3,4,3,1176
3,3,4,4,22344
3,3,4,5,16464
3,3,4,6,16464
3,3,4,7,7056
3,3,5,0,2744
3,3,5,1,1176
3,3,5,2,1176
3,3,5,3,196
3,3,5,4,3724
3,3,5,5,2744
3,3,5,6,2744
3,3,5,7,1176
3,3,6,0,38416
3,3,6,1,16464
3,3,6,2,16464
3,3,6,3,2744
3,3,6,4,52136
3,3,6,5,38416
3,3,6,6,38416
3,3,6,7,16464
3,3,7,0,16464
3,3,7,1,7056
3,3,7,2,7056
3,3,7,3,1176
3,3,7,4,22344
3,3,7,5,16464
3,3,7,6,16464
3,3,7,7,7056
3,4,0,0,16464
3,4,0,1,7056
3,4,0,2,7056
3,4,0,3,1176
3,4,0,4,22344
3,4,0,5,16464
3,4,0,6,16464
3,4,0,7,7056
3,4,1,0,7056
3,4,1,1,3024
3,4,1,2,3024
3,4,1,3,504
3,4,1,4,9576
3,4,1,5,7056
3,4,1,6,7056
3,4,1,7,3024
3,4,2,0,22344
3,4,2,1,9576
3,4,2,2,9576
3,4,2,3,1596
3,4,2,4,30324
3,4,2,5,22344
3,4,2,6,22344
3,4,2,7,9576
3,4,3,0,16464
3,4,3,1,7056
3,4,3,2,7056
3,4,3,3,1176
3,4,3,4,22344
3,4,3,5,16464
3,4,3,6,16464
3,4,3,7,7056
3,4,4,0,7056
3,4,4,1,3024
3,4,4,2,3024
3,4,4,3,504
3,4,4,4,9576
3,4,4,5,7056
3,4,4,6,7056
3,4,4,7,3024
3,4,5,0,1176
3,4,5,1,504
3,4,5,2,504
3,4,5,3,84
3,4,5,4,1596
3,4,5,5,1176
3,4,5,6,1176
3,4,5,7,504
3,4,6,0,16464
3,4,6,1,7056
3,4,6,2,7056
3,4,6,3,1176
3,4,6,4,22344
3,4,6,5,16464
3,4,6,6,16464
3,4,6,7,7056
3,4,7,0,7056
3,4,7,1,3024
3,4,7,2,3024
3,4,7,3,504
3,4,7,4,9576
3,4,7,5,7056
3,4,7,6,7056
3,4,7,7,3024
3,5,0,0,38416
3,5,0,1,16464
3,5,0,2,16464
3,5,0,3,2744
3,5,0,4,52136
3,5,0,5,38416
3,5,0,6,38416
3,5,0,7,16464
3,5,1,0,16464
3,5,1,1,7056
3,5,1,2,7056
3,5,1,3,1176
3,5,1,4,22344
3,5,1,5,16464
3,5,1,6,16464
3,5,1,7,7056
3,5,2,0,52136
3,5,2,1,22344
3,5,2,2,22344
3,5,2,3,3724
3,5,2,4,70756
3,5,2,5,52136
3,5,2,6,52136
3,5,2,7,22344
3,5,3,0,38416
3,5,3,1,16464
3,5,3,2,16464
3,5,3,3,2744
3,5,3,4,52136
3,5,3,5,38416
3,5,3,6,38416
3,5,3,7,16464
3,5,4,0,16464
3,5,4,1,7056
3,5,4,2,7056
3,5,4,3,1176
3,5,4,4,22344
3,5,4,5,16464
3,5,4,6,16464
3,5,4,7,7056
3,5,5,0,2744
3,5,5,1,1176
3,5,5,2,1176
3,5,5,3,196
3,5,5,4,3724
3,5,5,5,2744
3,5,5,6,2744
3,5,5,7,1176
3,5,6,0,38416
3,5,6,1,16464
3,5,6,2,16464
3,5,6,3,2744
3,5,6,4,52136
3,5,6,5,38416
3,5,6,6,38416
3,5,6,7,16464
3,5,7,0,16464
3,5,7,1,7056
3,5,7,2,7056
3,5,7,3,1176
3,5,7,4,22344
3,5,7,5,16464
3,5,7,6,16464
3,5,7,7,7056
3,6,0,0,2744
3,6,0,1,1176
3,6,0,2,1176
3,6,0,3,196
3,6,0,4,3724
3,6,0,5,2744
3,6,0,6,2744
3,6,0,7,1176
3,6,1,0,1176
3,6,1,1,504
3,6,1,2,504
3,6,1,3,84
3,6,1,4,1596
3,6,1,5,1176
3,6,1,6,1176
3,6,1,7,504
3,6,2,0,3724
3,6,2,1,1596
3,6,2,2,1596
3,6,2,3,266
3,6,2,4,5054
3,6,2,5,3724
3,6,2,6,3724
3,6,2,7,1596
3,6,3,0,2744
3,6,3,1,1176
3,6,3,2,1176
3,6,3,3,196
3,6,3,4,3724
3,6,3,5,2744
3,6,3,6,2744
3,6,3,7,1176
3,6,4,0,1176
3,6,4,1,504
3,6,4,2,504
3,6,4,3,84
3,6,4,4,1596
3,6,4,5,1176
3,6,4,6,1176
3,6,4,7,504
3,6,5,0,196
3,6,5,1,84
3,6,5,2,84
3,6,5,3,14
3,6,5,4,266
3,6,5,5,196
3,6,5,6,196
3,6,5,7,84
3,6,6,0,2744
3,6,6,1,1176
3,6,6,2,1176
3,6,6,3,196
3,6,6,4,3724
3,6,6,5,2744
3,6,6,6,2744
3,6,6,7,1176
3,6,7,0,1176
3,6,7,1,504
3,6,7,2,504
3,6,7,3,84
3,6,7,4,1596
3,6,7,5,1176
3,6,7,6,1176
3,6,7,7,504
3,7,0,0,16464
3,7,0,1,7056
3,7,0,2,7056
3,7,0,3,1176
3,7,0,4,22344
3,7,0,5,16464
3,7,0,6,16464
3,7,0,7,7056
3,7,1,0,7056
3,7,1,1,3024
3,7,1,2,3024
3,7,1,3,504
3,7,1,4,9576
3,7,1,5,7056
3,7,1,6,7056
3,7,1,7,3024
3,7,2,0,22344
3,7,2,1,9576
3,7,2,2,9576
3,7,2,3,1596
3,7,2,4,30324
3,7,2,5,22344
3,7,2,6,22344
3,7,2,7,9576
3,7,3,0,16464
3,7,3,1,7056
3,7,3,2,7056
3,7,3,3,1176
3,7,3,4,22344
3,7,3,5,16464
3,7,3,6,16464
3,7,3,7,7056
3,7,4,0,7056
3,7,4,1,3024
3,7,4,2,3024
3,7,4,3,504
3,7,4,4,9576
3,7,4,5,7056
3,7,4,6,7056
3,7,4,7,3024
3,7,5,0,1176
3,7,5,1,504
3,7,5,2,504
3,7,5,3,84
3,7,5,4,1596
3,7,5,5,1176
3,7,5,6,1176
3,7,5,7,504
3,7,6,0,16464
3,7,6,1,7056
3,7,6,2,7056
3,7,6,3,1176
3,7,6,4,22344
3,7,6,5,16464
3,7,6,6,16464
3,7,6,7,7056
3,7,7,0,7056
3,7,7,1,3024
3,7,7,2,3024
3,7,7,3,504
3,7,7,4,9576
3,7,7,5,7056
3,7,7,6,7056
3,7,7,7,3024
4,0,0,0,16464
4,0,0,1,7056
4,0,0,2,7056
4,0,0,3,1176
4,0,0,4,22344
4,0,0,5,16464
4,0,0,6,16464
4,0,0,7,7056
4,0,1,0,7056
4,0,1,1,3024
4,0,1,2,3024
4,0,1,3,504
4,0,1,4,9576
4,0,1,5,7056
4,0,1,6,7056
4,0,1,7,3024
4,0,2,0,22344
4,0,2,1,9576
4,0,2,2,9576
4,0,2,3,1596
4,0,2,4,30324
4,0,2,5,22344
4,0,2,6,22344
4,0,2,7,9576
4,0,3,0,16464
4,0,3,1,7056
4,0,3,2,7056
4,0,3,3,1176
4,0,3,4,22344
4,0,3,5,16464
4,0,3,6,16464
4,0,3,7,7056
4,0,4,0,7056
4,0,4,1,3024
4,0,4,2,3024
4,0,4,3,504
4,0,4,4,9576
4,0,4,5,7056
4,0,4,6,7056
4,0,4,7,3024
4,0,5,0,1176
4,0,5,1,504
4,0,5,2,504
4,0,5,3,84
4,0,5,4,1596
4,0,5,5,1176
4,0,5,6,1176
4,0,5,7,504
4,0,6,0,16464
4,0,6,1,7056
4,0,6,2,7056
4,0,6,3,1176
4,0,6,4,22344
4,0,6,5,16464
4,0,6,6,16464
4,0,6,7,7056
4,0,7,0,7056
4,0,7,1,3024
4,0,7,2,3024
4,0,7,3,504
4,0,7,4,9576
4,0,7,5,7056
4,0,7,6,7056
4,0,7,7,3024
4,1,0,0,22344
4,1,0,1,9576
4,1,0,2,9576
4,1,0,3,1596
4,1,0,4,30324
4,1,0,5,22344
4,1,0,6,22344
4,1,0,7,9576
4,1,1,0,9576
4,1,1,1,4104
4,1,1,2,4104
4,1,1,3,684
4,1,1,4,12996
4,1,1,5,9576
4,1,1,6,9576
4,1,1,7,4104
4,1,2,0,30324
4,1,2,1,12996
4,1,2,2,12996
4,1,2,3,2166
4,1,2,4,41154
4,1,2,5,30324
4,1,2,6,30324
4,1,2,7,12996
4,1,3,0,22344
4,1,3,1,9576
4,1,3,2,9576
4,1,3,3,1596
4,1,3,4,30324
4,1,3,5,22344
4,1,3,6,22344
4,1,3,7,9576
4,1,4,0,9576
4,1,4,1,4104
4,1,4,2,4104
4,1,4,3,684
4,1,4,4,12996
4,1,4,5,9576
4,1,4,6,9576
4,1,4,7,4104
4,1,5,0,1596
4,1,5,1,684
4,1,5,2,684
4,1,5,3,114
4,1,5,4,2166
4,1,5,5,1596
4,1,5,6,1596
4,1,5,7,684
4,1,6,0,22344
4,1,6,1,9576
4,1,6,2,9576
4,1,6,3,1596
4,1,6,4,30324
4,1,6,5,22344
4,1,6,6,22344
4,1,6,7,9576
4,1,7,0,9576
4,1,7,1,4104
4,1,7,2,4104
4,1,7,3,684
4,1,7,4,12996
4,1,7,5,9576
4,1,7,6,9576
4,1,7,7,4104
4,2,0,0,7056
4,2,0,1,3024
4,2,0,2,3024
4,2,0,3,504
4,2,0,4,9576
4,2,0,5,7056
4,2,0,6,7056
4,2,0,7,3024
4,2,1,0,3024
4,2,1,1,1296
4,2,1,2,1296
4,2,1,3,216
4,2,1,4,4104
4,2,1,5,3024
4,2,1,6,3024
4,2,1,7,1296
4,2,2,0,9576
4,2,2,1,4104
4,2,2,2,4104
4,2,2,3,684
4,2,2,4,12996
4,2,2,5,9576
4,2,2,6,9576
4,2,2,7,4104
4,2,3,0,7056
4,2,3,1,3024
4,2,3,2,3024
4,2,3,3,504
4,2,3,4,9576
4,2,3,5,7056
4,2,3,6,7056
4,2,3,7,3024
4,2,4,0,3024
4,2,4,1,1296
4,2,4,2,1296
4,2,4,3,216
4,2,4,4,4104
4,2,4,5,3024
4,2,4,6,3024
4,2,4,7,1296
4,2,5,0,504
4,2,5,1,216
4,2,5,2,216
4,2,5,3,36
4,2,5,4,684
4,2,5,5,504
4,2,5,6,504
4,2,5,7,216
4,2,6,0,7056
4,2,6,1,3024
4,2,6,2,3024
4,2,6,3,504
4,2,6,4,9576
4,2,6,5,7056
4,2,6,6,7056
4,2,6,7,3024
4,2,7,0,3024
4,2,7,1,1296
4,2,7,2,1296
4,2,7,3,216
4,2,7,4,4104
4,2,7,5,3024
4,2,7,6,3024
4,2,7,7,1296
4,3,0,0,16464
4,3,0,1,7056
4,3,0,2,7056
4,3,0,3,1176
4,3,0,4,22344
4,3,0,5,16464
4,3,0,6,16464
4,3,0,7,7056
4,3,1,0,7056
4,3,1,1,3024
4,3,1,2,3024
4,3,1,3,504
4,3,1,4,9576
4,3,1,5,7056
4,3,1,6,7056
4,3,1,7,3024
4,3,2,0,22344
4,3,2,1,9576
4,3,2,2,9576
4,3,2,3,1596
4,3,2,4,30324
4,3,2,5,22344
4,3,2,6,22344
4,3,2,7,9576
4,3,3,0,16464
4,3,3,1,7056
4,3,3,2,7056
4,3,3,3,1176
4,3,3,4,22344
4,3,3,5,16464
4,3,3,6,16464
4,3,3,7,7056
4,3,4,0,7056
4,3,4,1,3024
4,3,4,2,3024
4,3,4,3,504
4,3,4,4,9576
4,3,4,5,7056
4,3,4,6,7056
4,3,4,7,3024
4,3,5,0,1176
4,3,5,1,504
4,3,5,2,504
4,3,5,3,84
4,3,5,4,1596
4,3,5,5,1176
4,3,5,6,1176
4,3,5,7,504
4,3,6,0,16464
4,3,6,1,7056
4,3,6,2,7056
4,3,6,3,1176
4,3,6,4,22344
4,3,6,5,16464
4,3,6,6,16464
4,3,6,7,7056
4,3,7,0,7056
4,3,7,1,3024
4,3,7,2,3024
4,3,7,3,504
4,3,7,4,9576
4,3,7,5,7056
4,3,7,6,7056
4,3,7,7,3024
4,4,0,0,7056
4,4,0,1,3024
4,4,0,2,3024
4,4,0,3,504
4,4,0,4,9576
4,4,0,5,7056
4,4,0,6,7056
4,4,0,7,3024
4,4,1,0,3024
4,4,1,1,1296
4,4,1,2,1296
4,4,1,3,216
4,4,1,4,4104
4,4,1,5,3024
4,4,1,6,3024
4,4,1,7,1296
4,4,2,0,9576
4,4,2,1,4104
4,4,2,2,4104
4,4,2,3,684
4,4,2,4,12996
4,4,2,5,9576
4,4,2,6,9576
4,4,2,7,4104
4,4,3,0,7056
4,4,3,1,3024
4,4,3,2,3024
4,4,3,3,504
4,4,3,4,9576
4,4,3,5,7056
4,4,3,6,7056
4,4,3,7,3024
4,4,4,0,3024
4,4,4,1,1296
4,4,4,2,1296
4,4,4,3,216
4,4,4,4,4104
4,4,4,5,3024
4,4,4,6,3024
4,4,4,7,1296
4,4,5,0,504
4,4,5,1,216
4,4,5,2,216
4,4,5,3,36
4,4,5,4,684
4,4,5,5,504
4,4,5,6,504
4,4,5,7,216
4,4,6,0,7056
4,4,6,1,3024
4,4,6,2,3024
4,4,6,3,504
4,4,6,4,9576
4,4,6,5,7056
4,4,6,6,7056
4,4,6,7,3024
4,4,7,0,3024
4,4,7,1,1296
4,4,7,2,1296
4,4,7,3,216
4,4,7,4,4104
4,4,7,5,3024
4,4,7,6,3024
4,4,7,7,1296
4,5,0,0,16464
4,5,0,1,7056
4,5,0,2,7056
4,5,0,3,1176
4,5,0,4,22344
4,5,0,5,16464
4,5,0,6,16464
4,5,0,7,7056
4,5,1,0,7056
4,5,1,1,3024
4,5,1,2,3024
4,5,1,3,504
4,5,1,4,9576
4,5,1,5,7056
4,5,1,6,7056
4,5,1,7,3024
4,5,2,0,22344
4,5,2,1,9576
4,5,2,2,9576
4,5,2,3,1596
4,5,2,4,30324
4,5,2,5,22344
4,5,2,6,22344
4,5,2,7,9576
4,5,3,0,16464
4,5,3,1,7056
4,5,3,2,7056
4,5,3,3,1176
4,5,3,4,22344
4,5,3,5,16464
4,5,3,6,16464
4,5,3,7,7056
4,5,4,0,7056
4,5,4,1,3024
4,5,4,2,3024
4,5,4,3,504
4,5,4,4,9576
4,5,4,5,7056
4,5,4,6,7056
4,5,4,7,3024
4,5,5,0,1176
4,5,5,1,504
4,5,5,2,504
4,5,5,3,84
4,5,5,4,1596
4,5,5,5,1176
4,5,5,6,1176
4,5,5,7,504
4,5,6,0,16464
4,5,6,1,7056
4,5,6,2,7056
4,5,6,3,1176
4,5,6,4,22344
4,5,6,5,16464
4,5,6,6,16464
4,5,6,7,7056
4,5,7,0,7056
4,5,7,1,3024
4,5,7,2,3024
4,5,7,3,504
4,5,7,4,9576
4,5,7,5,7056
4,5,7,6,7056
4,5,7,7,3024
4,6,0,0,1176
4,6,0,1,504
4,6,0,2,504
4,6,0,3,84
4,6,0,4,1596
4,6,0,5,1176
4,6,0,6,1176
4,6,0,7,504
4,6,1,0,504
4,6,1,1,216
4,6,1,2,216
4,6,1,3,36
4,6,1,4,684
4,6,1,5,504
4,6,1,6,504
4,6,1,7,216
4,6,2,0,1596
4,6,2,1,684
4,6,2,2,684
4,6,2,3,114
4,6,2,4,2166
4,6,2,5,1596
4,6,2,6,1596
4,6,2,7,684
4,6,3,0,1176
4,6,3,1,504
4,6,3,2,504
4,6,3,3,84
4,6,3,4,1596
4,6,3,5,1176
4,6,3,6,1176
4,6,3,7,504
4,6,4,0,504
4,6,4,1,216
4,6,4,2,216
4,6,4,3,36
4,6,4,4,684
4,6,4,5,504
4,6,4,6,504
4,6,4,7,216
4,6,5,0,84
4,6,5,1,36
4,6,5,2,36
4,6,5,3,6
4,6,5,4,114
4,6,5,5,84
4,6,5,6,84
4,6,5,7,36
4,6,6,0,1176
4,6,6,1,504
4,6,6,2,504
4,6,6,3,84
4,6,6,4,1596
4,6,6,5,1176
4,6,6,6,1176
4,6,6,7,504
4,6,7,0,504
4,6,7,1,216
4,6,7,2,216
4,6,7,3,36
4,6,7,4,684
4,6,7,5,504
4,6,7,6,504
4,6,7,7,216
4,7,0,0,7056
4,7,0,1,3024
4,7,0,2,3024
4,7,0,3,504
4,7,0,4,9576
4,7,0,5,7056
4,7,0,6,7056
4,7,0,7,3024
4,7,1,0,3024
4,7,1,1,1296
4,7,1,2,1296
4,7,1,3,216
4,7,1,4,4104
4,7,1,5,3024
4,7,1,6,3024
4,7,1,7,1296
4,7,2,0,9576
4,7,2,1,4104
4,7,2,2,4104
4,7,2,3,684
4,7,2,4,12996
4,7,2,5,9576
4,7,2,6,9576
4,7,2,7,4104
4,7,3,0,7056
4,7,3,1,3024
4,7,3,2,3024
4,7,3,3,504
4,7,3,4,9576
4,7,3,5,7056
4,7,3,6,7056
4,7,3,7,3024
4,7,4,0,3024
4,7,4,1,1296
4,7,4,2,1296
4,7,4,3,216
4,7,4,4,4104
4,7,4,5,3024
4,7,4,6,3024
4,7,4,7,1296
4,7,5,0,504
4,7,5,1,216
4,7,5,2,216
4,7,5,3,36
4,7,5,4,684
4,7,5,5,504
4,7,5,6,504
4,7,5,7,216
4,7,6,0,7056
4,7,6,1,3024
4,7,6,2,3024
4,7,6,3,504
4,7,6,4,9576
4,7,6,5,7056
4,7,6,6,7056
4,7,6,7,3024
4,7,7,0,3024
4,7,7,1,1296
4,7,7,2,1296
4,7,7,3,216
4,7,7,4,4104
4,7,7,5,3024
4,7,7,6,3024
4,7,7,7,1296
5,0,0,0,38416
5,0,0,1,16464
5,0,0,2,16464
5,0,0,3,2744
5,0,0,4,52136
5,0,0,5,38416
5,0,0,6,38416
5,0,0,7,16464
5,0,1,0,16464
5,0,1,1,7056
5,0,1,2,7056
5,0,1,3,1176
5,0,1,4,22344
5,0,1,5,16464
5,0,1,6,16464
5,0,1,7,7056
5,0,2,0,52136
5,0,2,1,22344
5,0,2,2,22344
5,0,2,3,3724
5,0,2,4,70756
5,0,2,5,52136
5,0,2,6,52136
5,0,2,7,22344
5,0,3,0,38416
5,0,3,1,16464
5,0,3,2,16464
5,0,3,3,2744
5,0,3,4,52136
5,0,3,5,38416
5,0,3,6,38416
5,0,3,7,16464
5,0,4,0,16464
5,0,4,1,7056
5,0,4,2,7056
5,0,4,3,1176
5,0,4,4,22344
5,0,4,5,16464
5,0,4,6,16464
5,0,4,7,7056
5,0,5,0,2744
5,0,5,1,1176
5,0,5,2,1176
5,0,5,3,196
5,0,5,4,3724
5,0,5,5,2744
