f0,f1,f2,f3,X0,X1,X2,X3,Sum
2,6,5,4,114,7056,22344,7056,36570
5,4,0,7,7056,22344,114,7056,36570
0,6,7,4,114,7056,22344,7056,36570
4,2,3,0,7056,114,7056,22344,36570
6,5,7,7,7056,114,22344,7056,36570
3,7,7,5,7056,7056,22344,114,36570
0,1,4,3,114,22344,7056,7056,36570
4,0,7,5,7056,7056,22344,114,36570
0,1,5,1,114,7056,22344,7056,36570
3,7,4,5,7056,22344,7056,114,36570
2,7,6,5,7056,7056,22344,114,36570
4,0,6,4,22344,7056,7056,114,36570
5,7,0,1,7056,7056,114,22344,36570
5,4,2,6,22344,7056,114,7056,36570
3,0,1,1,7056,7056,22344,114,36570
0,1,1,3,114,7056,7056,22344,36570
6,1,3,7,22344,114,7056,7056,36570
4,0,2,5,22344,7056,7056,114,36570
4,0,6,7,7056,22344,7056,114,36570
2,3,0,2,7056,7056,114,22344,36570
3,7,2,5,22344,7056,7056,114,36570
4,6,5,4,114,7056,7056,22344,36570
6,5,1,7,7056,114,7056,22344,36570
0,6,4,4,114,22344,7056,7056,36570
4,6,2,3,114,7056,7056,22344,36570
5,4,0,4,22344,7056,114,7056,36570
7,6,7,3,114,7056,22344,7056,36570
7,6,4,3,114,22344,7056,7056,36570
4,0,4,5,7056,22344,7056,114,36570
1,7,3,0,7056,114,7056,22344,36570
7,2,5,3,114,22344,7056,7056,36570
3,1,1,5,22344,7056,7056,114,36570
0,1,7,3,114,7056,22344,7056,36570
5,3,4,1,7056,22344,114,7056,36570
0,2,5,4,114,22344,7056,7056,36570
2,6,2,3,114,7056,22344,7056,36570
7,0,6,2,22344,7056,7056,114,36570
0,4,2,3,114,7056,22344,7056,36570
7,7,5,3,114,7056,7056,22344,36570
1,4,3,0,7056,114,22344,7056,36570
6,5,2,7,22344,114,7056,7056,36570
2,0,1,5,7056,7056,22344,114,36570
7,3,7,6,22344,7056,114,7056,36570
3,4,6,2,7056,7056,22344,114,36570
0,1,5,7,114,22344,7056,7056,36570
7,6,5,1,114,7056,22344,7056,36570
5,1,0,1,22344,7056,114,7056,36570
5,3,2,1,22344,7056,114,7056,36570
0,2,2,3,114,22344,7056,7056,36570
1,3,0,1,7056,22344,114,7056,36570
5,7,7,6,7056,7056,114,22344,36570
1,7,6,5,7056,22344,7056,114,36570
1,5,3,4,22344,114,7056,7056,36570
4,3,0,1,7056,7056,114,22344,36570
3,0,7,2,7056,7056,22344,114,36570
7,2,3,0,22344,114,7056,7056,36570
1,4,0,6,7056,22344,114,7056,36570
7,5,3,7,22344,114,7056,7056,36570
7,0,1,5,22344,7056,7056,114,36570
1,0,1,5,7056,22344,7056,114,36570
7,5,4,0,22344,114,7056,7056,36570
3,1,6,2,22344,7056,7056,114,36570
1,5,3,1,7056,114,22344,7056,36570
1,3,7,6,7056,22344,114,7056,36570
7,6,5,2,114,7056,7056,22344,36570
6,2,3,4,22344,114,7056,7056,36570
1,5,3,2,7056,114,7056,22344,36570
5,3,1,1,7056,7056,114,22344,36570
1,5,2,0,22344,114,7056,7056,36570
6,4,4,0,7056,114,22344,7056,36570
6,4,3,7,7056,114,22344,7056,36570
6,2,3,2,7056,114,7056,22344,36570
6,2,3,1,7056,114,22344,7056,36570
6,5,4,2,7056,114,7056,22344,36570
2,5,3,7,7056,114,22344,7056,36570
6,5,4,1,7056,114,22344,7056,36570
4,4,6,5,7056,7056,22344,114,36570
7,7,6,5,22344,7056,7056,114,36570
0,4,5,4,114,7056,22344,7056,36570
2,3,4,6,7056,22344,114,7056,36570
1,5,7,0,7056,114,22344,7056,36570
3,0,4,2,7056,22344,7056,114,36570
6,7,3,7,7056,114,7056,22344,36570
0,6,1,4,114,7056,7056,22344,36570
2,5,4,0,7056,114,22344,7056,36570
7,6,5,7,114,22344,7056,7056,36570
1,0,6,2,7056,22344,7056,114,36570
6,7,4,0,7056,114,7056,22344,36570
3,4,1,5,7056,7056,22344,114,36570
5,2,7,6,7056,22344,114,7056,36570
3,2,6,2,7056,22344,7056,114,36570
3,2,1,5,7056,22344,7056,114,36570
1,5,1,0,7056,114,7056,22344,36570
7,4,0,6,22344,7056,114,7056,36570
4,3,7,6,7056,7056,114,22344,36570
4,0,6,3,1176,16464,16464,266,34370
5,0,1,5,16464,16464,1176,266,34370
4,0,6,6,16464,16464,1176,266,34370
6,2,6,0,16464,266,16464,1176,34370
6,5,4,6,16464,266,1176,16464,34370
0,5,2,3,266,1176,16464,16464,34370
5,4,6,6,16464,16464,266,1176,34370
4,0,6,0,16464,1176,16464,266,34370
4,0,5,5,1176,16464,16464,266,34370
3,3,7,6,16464,16464,266,1176,34370
4,3,6,5,16464,16464,1176,266,34370
5,7,6,5,16464,16464,1176,266,34370
7,6,3,3,266,1176,16464,16464,34370
4,0,3,5,16464,1176,16464,266,34370
2,6,0,6,1176,16464,266,16464,34370
5,0,0,1,16464,16464,266,1176,34370
3,4,0,6,16464,16464,266,1176,34370
3,6,2,3,266,16464,16464,1176,34370
6,2,5,0,1176,266,16464,16464,34370
3,3,6,2,16464,16464,1176,266,34370
5,5,4,0,16464,266,1176,16464,34370
6,2,3,5,16464,266,16464,1176,34370
3,3,0,1,16464,16464,266,1176,34370
6,1,5,3,266,1176,16464,16464,34370
7,3,5,3,266,16464,1176,16464,34370
6,5,6,7,16464,266,16464,1176,34370
6,2,3,3,1176,266,16464,16464,34370
5,0,7,6,16464,16464,266,1176,34370
6,5,5,7,1176,266,16464,16464,34370
5,4,3,6,16464,1176,266,16464,34370
0,1,3,3,266,1176,16464,16464,34370
0,3,2,3,266,16464,1176,16464,34370
5,6,0,1,1176,16464,266,16464,34370
7,6,5,5,266,16464,16464,1176,34370
7,6,6,3,266,16464,16464,1176,34370
5,6,5,4,266,16464,1176,16464,34370
0,1,6,3,266,16464,16464,1176,34370
5,0,6,2,16464,16464,1176,266,34370
6,0,1,5,16464,1176,16464,266,34370
3,2,3,0,16464,266,16464,1176,34370
1,6,3,0,1176,266,16464,16464,34370
2,5,0,6,16464,1176,266,16464,34370
6,7,6,5,16464,1176,16464,266,34370
0,7,6,5,1176,16464,16464,266,34370
5,3,3,1,16464,1176,266,16464,34370
5,5,7,6,16464,1176,266,16464,34370
7,0,5,3,266,16464,16464,1176,34370
5,6,7,6,1176,16464,266,16464,34370
5,2,3,0,16464,266,1176,16464,34370
3,1,5,3,266,16464,16464,1176,34370
0,2,3,0,1176,266,16464,16464,34370
0,3,5,4,266,16464,1176,16464,34370
0,3,7,6,1176,16464,266,16464,34370
6,3,3,7,16464,266,1176,16464,34370
0,3,0,1,1176,16464,266,16464,34370
6,5,4,5,16464,266,16464,1176,34370
6,2,3,6,16464,266,1176,16464,34370
1,5,0,0,16464,266,1176,16464,34370
6,0,6,2,16464,1176,16464,266,34370
6,3,4,0,16464,266,1176,16464,34370
4,5,6,5,16464,1176,16464,266,34370
3,3,1,5,16464,16464,1176,266,34370
0,5,3,7,1176,266,16464,16464,34370
6,5,0,7,16464,266,1176,16464,34370
0,1,5,6,266,16464,1176,16464,34370
1,5,3,5,16464,266,16464,1176,34370
3,0,5,2,1176,16464,16464,266,34370
2,3,6,6,16464,16464,266,1176,34370
0,6,2,6,266,16464,1176,16464,34370
4,6,6,5,1176,16464,16464,266,34370
2,3,0,5,16464,16464,266,1176,34370
3,7,0,5,16464,16464,1176,266,34370
6,5,4,3,1176,266,16464,16464,34370
0,6,3,4,266,1176,16464,16464,34370
3,5,4,0,16464,266,16464,1176,34370
3,5,3,7,16464,266,16464,1176,34370
2,3,0,3,1176,16464,266,16464,34370
1,5,5,0,1176,266,16464,16464,34370
2,3,0,0,16464,1176,266,16464,34370
5,4,0,3,1176,16464,266,16464,34370
3,0,1,0,16464,1176,16464,266,34370
6,6,5,4,266,1176,16464,16464,34370
5,6,2,3,266,16464,1176,16464,34370
7,6,5,6,266,16464,1176,16464,34370
5,3,5,1,1176,16464,266,16464,34370
6,4,0,6,16464,1176,266,16464,34370
0,0,5,4,266,16464,16464,1176,34370
0,6,2,5,266,16464,16464,1176,34370
1,5,6,0,16464,266,16464,1176,34370
5,4,0,0,16464,1176,266,16464,34370
7,5,5,3,266,1176,16464,16464,34370
5,3,7,0,16464,1176,266,16464,34370
0,6,2,0,266,1176,16464,16464,34370
6,0,3,7,16464,266,16464,1176,34370
6,3,0,1,16464,1176,266,16464,34370
3,0,3,2,16464,1176,16464,266,34370
6,0,4,0,16464,266,16464,1176,34370
5,3,7,3,1176,16464,266,16464,34370
0,6,0,4,266,16464,1176,16464,34370
0,0,1,5,1176,16464,16464,266,34370
0,1,5,0,266,1176,16464,16464,34370
3,0,1,3,1176,16464,16464,266,34370
2,3,5,6,1176,16464,266,16464,34370
3,0,1,6,16464,16464,1176,266,34370
3,6,5,4,266,16464,16464,1176,34370
5,3,6,1,16464,16464,266,1176,34370
5,5,3,7,16464,266,1176,16464,34370
5,3,7,5,16464,16464,266,1176,34370
5,1,5,3,266,16464,1176,16464,34370
3,6,6,2,1176,16464,16464,266,34370
3,5,6,2,16464,1176,16464,266,34370
1,5,3,6,16464,266,1176,16464,34370
7,6,0,3,266,16464,1176,16464,34370
0,4,0,6,1176,16464,266,16464,34370
0,6,6,4,266,16464,16464,1176,34370
6,6,4,0,1176,266,16464,16464,34370
1,0,3,0,16464,266,16464,1176,34370
3,7,6,0,16464,1176,16464,266,34370
6,6,3,7,1176,266,16464,16464,34370
6,2,0,0,16464,266,1176,16464,34370
3,7,6,6,16464,16464,1176,266,34370
1,3,3,0,16464,266,1176,16464,34370
0,5,5,4,266,1176,16464,16464,34370
0,1,0,3,266,16464,1176,16464,34370
0,0,2,3,266,16464,16464,1176,34370
4,0,0,5,16464,16464,1176,266,34370
0,5,4,0,1176,266,16464,16464,34370
0,0,6,2,1176,16464,16464,266,34370
0,1,5,5,266,16464,16464,1176,34370
6,6,2,3,266,1176,16464,16464,34370
2,3,3,6,16464,1176,266,16464,34370
5,5,0,1,16464,1176,266,16464,34370
3,7,5,5,1176,16464,16464,266,34370
3,7,6,3,1176,16464,16464,266,34370
3,6,1,5,1176,16464,16464,266,34370
7,6,5,0,266,1176,16464,16464,34370
6,3,7,6,16464,1176,266,16464,34370
5,4,5,6,1176,16464,266,16464,34370
3,0,0,2,16464,16464,1176,266,34370
1,5,3,3,1176,266,16464,16464,34370
2,0,0,6,16464,16464,266,1176,34370
3,5,1,5,16464,1176,16464,266,34370
5,4,0,5,16464,16464,266,1176,34370
3,7,3,5,16464,1176,16464,266,34370
4,4,6,0,7056,504,22344,1596,31500
5,4,6,7,7056,22344,1596,504,31500
1,0,1,6,7056,22344,504,1596,31500
4,5,0,7,7056,1596,504,22344,31500
1,0,0,1,7056,22344,1596,504,31500
1,0,2,0,22344,1596,7056,504,31500
0,2,2,6,1596,22344,504,7056,31500
0,2,2,5,1596,22344,7056,504,31500
4,4,3,5,7056,504,22344,1596,31500
5,6,1,4,1596,7056,504,22344,31500
6,3,4,2,7056,1596,504,22344,31500
4,4,3,6,7056,504,1596,22344,31500
0,2,3,2,504,1596,7056,22344,31500
4,5,2,5,22344,504,7056,1596,31500
4,4,6,3,504,7056,22344,1596,31500
1,0,1,3,504,22344,7056,1596,31500
5,4,4,5,7056,22344,1596,504,31500
0,7,7,6,504,7056,1596,22344,31500
5,4,4,3,504,22344,1596,7056,31500
0,1,6,1,1596,7056,22344,504,31500
5,4,5,7,504,22344,1596,7056,31500
0,7,7,5,504,7056,22344,1596,31500
5,6,1,1,504,7056,1596,22344,31500
7,5,0,1,22344,504,1596,7056,31500
4,5,0,1,7056,504,1596,22344,31500
4,4,5,5,504,7056,22344,1596,31500
0,2,3,1,504,1596,22344,7056,31500
6,3,4,4,22344,1596,504,7056,31500
5,4,6,4,22344,7056,1596,504,31500
6,3,1,1,7056,504,1596,22344,31500
4,4,5,6,504,7056,1596,22344,31500
1,0,0,2,7056,22344,504,1596,31500
4,5,2,3,1596,504,7056,22344,31500
5,5,1,1,7056,504,1596,22344,31500
0,7,6,1,504,7056,22344,1596,31500
0,7,6,7,504,22344,7056,1596,31500
5,4,5,2,504,7056,1596,22344,31500
7,5,5,1,1596,504,22344,7056,31500
7,6,0,2,1596,7056,504,22344,31500
0,4,3,4,1596,504,22344,7056,31500
5,0,7,4,22344,7056,1596,504,31500
5,2,7,5,7056,22344,1596,504,31500
5,0,7,7,7056,22344,1596,504,31500
0,4,4,0,504,1596,22344,7056,31500
5,2,7,3,504,22344,1596,7056,31500
0,4,3,7,504,1596,22344,7056,31500
6,3,7,2,7056,504,1596,22344,31500
6,3,2,1,22344,504,1596,7056,31500
0,3,4,4,1596,22344,504,7056,31500
5,1,1,3,1596,7056,504,22344,31500
5,2,6,2,7056,22344,504,1596,31500
5,1,1,5,22344,7056,504,1596,31500
0,4,2,5,1596,7056,22344,504,31500
5,2,6,1,7056,22344,1596,504,31500
6,4,1,6,7056,504,1596,22344,31500
0,3,4,1,504,22344,1596,7056,31500
5,1,3,1,22344,504,1596,7056,31500
5,0,4,2,7056,22344,504,1596,31500
5,0,2,2,22344,7056,504,1596,31500
0,5,1,4,1596,504,7056,22344,31500
0,3,1,1,504,7056,1596,22344,31500
6,4,2,6,22344,504,1596,7056,31500
0,3,1,4,1596,7056,504,22344,31500
5,0,4,1,7056,22344,1596,504,31500
0,4,6,4,1596,7056,22344,504,31500
7,5,6,2,22344,504,7056,1596,31500
0,4,6,2,504,7056,22344,1596,31500
7,5,6,7,22344,1596,7056,504,31500
0,3,2,2,1596,7056,504,22344,31500
0,3,2,7,1596,22344,504,7056,31500
0,2,0,4,1596,22344,504,7056,31500
0,4,4,6,504,22344,1596,7056,31500
6,4,1,5,7056,504,22344,1596,31500
0,4,2,0,1596,504,22344,7056,31500
4,5,4,3,504,1596,7056,22344,31500
7,5,4,5,22344,1596,7056,504,31500
5,1,7,5,22344,7056,1596,504,31500
6,3,2,7,22344,1596,504,7056,31500
5,2,3,4,22344,1596,504,7056,31500
6,4,0,2,7056,504,1596,22344,31500
5,2,3,2,7056,1596,504,22344,31500
0,4,0,2,504,7056,1596,22344,31500
0,3,7,7,504,22344,1596,7056,31500
5,5,4,4,22344,1596,504,7056,31500
7,5,4,6,22344,1596,504,7056,31500
5,2,1,0,7056,1596,504,22344,31500
5,5,4,2,7056,1596,504,22344,31500
5,2,1,5,7056,22344,504,1596,31500
5,2,2,0,22344,1596,504,7056,31500
5,2,2,3,1596,22344,504,7056,31500
6,4,0,4,22344,504,1596,7056,31500
5,1,7,0,22344,504,1596,7056,31500
0,4,1,6,504,7056,1596,22344,31500
5,2,5,1,504,22344,1596,7056,31500
0,4,1,5,504,7056,22344,1596,31500
0,2,0,1,504,22344,1596,7056,31500
5,1,3,7,22344,1596,504,7056,31500
5,1,4,0,22344,1596,504,7056,31500
5,1,4,3,1596,22344,504,7056,31500
5,2,5,4,1596,22344,504,7056,31500
5,1,5,2,1596,7056,504,22344,31500
0,1,7,5,1596,7056,22344,504,31500
6,3,7,4,22344,504,1596,7056,31500
7,5,5,2,1596,504,7056,22344,31500
5,1,5,7,1596,22344,504,7056,31500
0,4,0,7,504,22344,1596,7056,31500
5,1,6,1,22344,7056,1596,504,31500
5,1,6,2,22344,7056,504,1596,31500
5,0,2,1,22344,7056,1596,504,31500
0,5,1,7,504,1596,7056,22344,31500
5,0,1,7,7056,22344,504,1596,31500
5,4,1,3,504,7056,1596,22344,31500
4,5,7,6,7056,504,1596,22344,31500
4,6,0,1,504,7056,1596,22344,31500
0,7,2,6,1596,7056,504,22344,31500
4,6,0,4,1596,7056,504,22344,31500
5,5,7,4,22344,504,1596,7056,31500
0,7,2,0,1596,504,7056,22344,31500
4,6,2,0,1596,504,7056,22344,31500
5,4,2,0,22344,504,1596,7056,31500
7,6,0,7,1596,22344,504,7056,31500
7,5,0,7,22344,1596,504,7056,31500
4,6,2,6,1596,7056,504,22344,31500
5,5,7,2,7056,504,1596,22344,31500
0,7,0,4,1596,7056,504,22344,31500
0,7,0,1,504,7056,1596,22344,31500
4,5,7,5,7056,504,22344,1596,31500
5,5,2,1,22344,504,1596,7056,31500
5,0,1,4,22344,7056,504,1596,31500
0,7,4,0,504,1596,7056,22344,31500
4,5,4,6,7056,1596,504,22344,31500
5,4,3,4,22344,504,1596,7056,31500
0,7,4,5,504,22344,7056,1596,31500
5,4,3,2,7056,504,1596,22344,31500
5,5,1,7,7056,1596,504,22344,31500
4,5,5,4,1596,504,7056,22344,31500
4,5,5,7,504,1596,7056,22344,31500
0,7,3,4,1596,504,7056,22344,31500
4,5,6,1,7056,504,22344,1596,31500
0,7,3,7,504,1596,7056,22344,31500
4,5,6,4,22344,504,7056,1596,31500
0,2,1,5,504,22344,7056,1596,31500
7,6,1,0,1596,504,7056,22344,31500
5,4,2,5,22344,7056,1596,504,31500
5,4,1,0,7056,504,1596,22344,31500
4,6,3,4,1596,504,7056,22344,31500
7,5,7,6,22344,504,1596,7056,31500
0,5,4,1,504,1596,22344,7056,31500
0,2,6,2,504,22344,7056,1596,31500
0,2,6,4,1596,22344,7056,504,31500
0,2,7,0,504,1596,22344,7056,31500
6,4,5,4,1596,504,22344,7056,31500
0,1,7,0,1596,504,22344,7056,31500
0,5,4,2,504,1596,7056,22344,31500
6,4,4,5,7056,1596,22344,504,31500
4,6,3,7,504,1596,7056,22344,31500
6,4,4,3,504,1596,22344,7056,31500
6,3,1,7,7056,1596,504,22344,31500
5,5,2,7,22344,1596,504,7056,31500
0,5,2,2,1596,504,7056,22344,31500
0,5,2,1,1596,504,22344,7056,31500
0,2,7,6,504,22344,1596,7056,31500
6,4,5,7,504,1596,22344,7056,31500
7,5,1,5,22344,504,7056,1596,31500
0,3,7,2,504,7056,1596,22344,31500
7,5,1,3,1596,504,7056,22344,31500
6,4,6,2,7056,504,22344,1596,31500
0,5,7,4,1596,504,22344,7056,31500
0,5,7,7,504,1596,22344,7056,31500
7,5,7,3,1596,504,22344,7056,31500
0,2,1,0,504,1596,7056,22344,31500
4,6,7,6,504,7056,1596,22344,31500
4,6,7,5,504,7056,22344,1596,31500
4,6,6,7,504,22344,7056,1596,31500
0,1,6,7,1596,22344,7056,504,31500
4,6,6,1,504,7056,22344,1596,31500
6,4,6,7,7056,1596,22344,504,31500
4,6,4,5,504,22344,7056,1596,31500
4,6,4,0,504,1596,7056,22344,31500
6,4,2,3,1596,504,22344,7056,31500
7,2,3,5,22344,1596,7056,504,31500
6,0,1,4,22344,504,7056,1596,31500
3,2,7,0,7056,1596,22344,504,31500
6,7,7,5,7056,504,22344,1596,31500
2,0,0,4,22344,7056,1596,504,31500
1,4,5,6,504,22344,1596,7056,31500
1,0,2,3,1596,22344,7056,504,31500
7,0,7,6,22344,7056,1596,504,31500
3,2,5,2,504,22344,7056,1596,31500
1,4,5,0,504,1596,22344,7056,31500
3,2,5,4,1596,22344,7056,504,31500
7,3,5,2,1596,7056,504,22344,31500
2,0,0,7,7056,22344,1596,504,31500
6,0,1,1,7056,504,22344,1596,31500
6,7,7,6,7056,504,1596,22344,31500
1,4,3,5,7056,1596,22344,504,31500
2,0,1,0,7056,504,22344,1596,31500
3,2,7,6,7056,22344,1596,504,31500
1,4,3,3,504,1596,22344,7056,31500
7,3,5,7,1596,22344,504,7056,31500
3,3,1,4,22344,7056,504,1596,31500
3,3,1,7,7056,22344,504,1596,31500
3,3,2,1,22344,7056,1596,504,31500
3,3,2,2,22344,7056,504,1596,31500
6,7,6,4,22344,504,7056,1596,31500
3,2,3,4,22344,1596,7056,504,31500
3,2,3,1,7056,1596,22344,504,31500
6,1,1,5,22344,504,7056,1596,31500
7,7,6,0,22344,504,7056,1596,31500
3,1,5,1,1596,7056,22344,504,31500
1,5,0,4,22344,1596,504,7056,31500
7,3,4,3,1596,22344,504,7056,31500
0,0,7,4,1596,7056,22344,504,31500
3,1,5,7,1596,22344,7056,504,31500
7,2,5,6,1596,22344,504,7056,31500
1,5,0,2,7056,1596,504,22344,31500
6,0,2,2,22344,504,7056,1596,31500
3,1,7,3,1596,7056,22344,504,31500
3,1,7,6,22344,7056,1596,504,31500
7,0,0,2,22344,7056,504,1596,31500
1,4,6,0,7056,1596,22344,504,31500
3,2,0,1,7056,22344,1596,504,31500
7,2,5,5,1596,22344,7056,504,31500
3,2,0,2,7056,22344,504,1596,31500
1,4,6,6,7056,22344,1596,504,31500
7,0,7,3,1596,7056,22344,504,31500
7,0,0,1,22344,7056,1596,504,31500
3,2,1,3,504,22344,7056,1596,31500
3,2,1,6,7056,22344,504,1596,31500
3,2,2,0,22344,1596,7056,504,31500
3,2,2,3,1596,22344,7056,504,31500
7,3,6,1,22344,7056,1596,504,31500
7,3,6,2,22344,7056,504,1596,31500
6,7,6,1,7056,504,22344,1596,31500
0,1,0,2,1596,7056,504,22344,31500
3,4,2,6,22344,7056,1596,504,31500
7,6,6,7,1596,22344,7056,504,31500
1,3,7,3,504,22344,1596,7056,31500
3,4,3,2,7056,504,22344,1596,31500
2,3,5,7,504,22344,1596,7056,31500
7,3,7,0,22344,504,1596,7056,31500
6,2,6,1,7056,1596,22344,504,31500
3,4,3,7,7056,1596,22344,504,31500
3,4,4,0,7056,1596,22344,504,31500
2,3,5,2,504,7056,1596,22344,31500
1,3,6,2,7056,22344,504,1596,31500
2,0,1,3,504,7056,22344,1596,31500
2,3,4,5,7056,22344,1596,504,31500
1,3,6,1,7056,22344,1596,504,31500
3,4,4,6,7056,22344,1596,504,31500
1,3,5,4,1596,22344,504,7056,31500
3,4,5,2,504,7056,22344,1596,31500
3,4,5,4,1596,7056,22344,504,31500
2,5,5,4,1596,504,22344,7056,31500
7,3,7,5,22344,7056,1596,504,31500
7,4,0,0,22344,504,1596,7056,31500
1,3,3,4,22344,1596,504,7056,31500
5,7,6,4,22344,7056,504,1596,31500
3,4,2,3,1596,7056,22344,504,31500
1,3,7,5,7056,22344,1596,504,31500
5,7,6,7,7056,22344,504,1596,31500
6,7,5,7,504,1596,7056,22344,31500
3,3,4,1,7056,22344,1596,504,31500
3,3,4,2,7056,22344,504,1596,31500
6,2,5,1,504,1596,22344,7056,31500
0,0,2,1,1596,7056,22344,504,31500
2,3,6,7,7056,22344,1596,504,31500
6,2,5,2,504,1596,7056,22344,31500
2,3,6,4,22344,7056,1596,504,31500
6,7,5,4,1596,504,7056,22344,31500
1,4,0,5,7056,22344,1596,504,31500
5,7,7,3,504,7056,1596,22344,31500
1,4,0,3,504,22344,1596,7056,31500
3,3,7,4,22344,7056,1596,504,31500
3,3,7,7,7056,22344,1596,504,31500
6,7,4,6,7056,1596,504,22344,31500
6,7,4,3,504,1596,7056,22344,31500
3,4,0,4,22344,7056,1596,504,31500
3,4,0,7,7056,22344,1596,504,31500
3,4,1,0,7056,504,22344,1596,31500
5,7,7,0,7056,504,1596,22344,31500
3,4,1,3,504,7056,22344,1596,31500
1,7,6,6,7056,22344,504,1596,31500
0,0,7,2,504,7056,22344,1596,31500
5,7,5,4,1596,7056,504,22344,31500
2,7,0,0,7056,504,1596,22344,31500
0,0,4,2,504,22344,7056,1596,31500
2,6,4,6,504,22344,1596,7056,31500
1,6,7,6,504,22344,1596,7056,31500
1,7,3,6,7056,1596,504,22344,31500
1,6,7,0,504,1596,22344,7056,31500
1,6,6,4,1596,22344,7056,504,31500
1,6,6,2,504,22344,7056,1596,31500
2,6,6,2,504,7056,22344,1596,31500
2,6,6,4,1596,7056,22344,504,31500
7,2,6,3,1596,22344,7056,504,31500
7,0,4,0,22344,1596,7056,504,31500
1,7,3,3,504,1596,7056,22344,31500
2,7,0,3,504,7056,1596,22344,31500
0,0,4,4,1596,22344,7056,504,31500
6,1,0,7,22344,1596,504,7056,31500
2,5,2,6,22344,504,1596,7056,31500
7,0,3,7,22344,1596,7056,504,31500
2,5,2,3,1596,504,22344,7056,31500
1,6,3,2,504,1596,7056,22344,31500
1,6,3,1,504,1596,22344,7056,31500
2,5,1,6,7056,504,1596,22344,31500
6,2,1,6,7056,1596,504,22344,31500
1,7,0,0,7056,1596,504,22344,31500
2,6,4,0,504,1596,22344,7056,31500
3,1,4,3,1596,22344,7056,504,31500
6,0,7,2,7056,504,22344,1596,31500
6,1,0,1,22344,504,1596,7056,31500
2,5,5,7,504,1596,22344,7056,31500
6,0,7,7,7056,1596,22344,504,31500
2,5,6,2,7056,504,22344,1596,31500
7,7,0,5,22344,7056,504,1596,31500
2,5,6,7,7056,1596,22344,504,31500
6,2,1,3,504,1596,7056,22344,31500
7,0,5,7,1596,22344,7056,504,31500
2,5,4,5,7056,1596,22344,504,31500
7,0,5,1,1596,7056,22344,504,31500
2,6,0,2,504,7056,1596,22344,31500
2,6,3,7,504,1596,22344,7056,31500
2,6,0,7,504,22344,1596,7056,31500
2,6,1,5,504,7056,22344,1596,31500
2,6,1,6,504,7056,1596,22344,31500
2,5,4,3,504,1596,22344,7056,31500
2,6,2,0,1596,504,22344,7056,31500
2,6,2,5,1596,7056,22344,504,31500
1,7,0,5,7056,22344,504,1596,31500
0,0,2,7,1596,22344,7056,504,31500
2,6,3,4,1596,504,22344,7056,31500
7,0,4,3,1596,22344,7056,504,31500
7,0,3,2,22344,504,7056,1596,31500
7,7,5,0,1596,504,7056,22344,31500
1,6,2,6,1596,22344,504,7056,31500
3,1,1,6,22344,7056,504,1596,31500
6,1,1,3,1596,504,7056,22344,31500
1,5,5,2,504,1596,7056,22344,31500
1,5,5,1,504,1596,22344,7056,31500
7,3,3,1,22344,504,1596,7056,31500
3,1,0,1,22344,7056,1596,504,31500
3,1,0,2,22344,7056,504,1596,31500
1,5,2,6,22344,1596,504,7056,31500
1,7,5,5,504,22344,7056,1596,31500
1,5,2,5,22344,1596,7056,504,31500
3,1,1,0,22344,504,7056,1596,31500
7,0,1,0,22344,504,7056,1596,31500
2,5,1,5,7056,504,22344,1596,31500
7,3,3,7,22344,1596,504,7056,31500
7,2,6,0,22344,1596,7056,504,31500
1,5,1,6,7056,1596,504,22344,31500
7,3,4,0,22344,1596,504,7056,31500
6,0,2,7,22344,1596,7056,504,31500
3,1,3,2,22344,504,7056,1596,31500
1,5,1,3,504,1596,7056,22344,31500
3,1,3,7,22344,1596,7056,504,31500
3,1,4,0,22344,1596,7056,504,31500
1,7,6,3,504,22344,7056,1596,31500
1,5,6,1,7056,1596,22344,504,31500
7,3,1,5,22344,7056,504,1596,31500
1,5,6,4,22344,1596,7056,504,31500
7,3,1,3,1596,7056,504,22344,31500
2,7,3,5,7056,504,22344,1596,31500
2,7,3,6,7056,504,1596,22344,31500
1,6,2,5,1596,22344,7056,504,31500
2,5,0,4,22344,504,1596,7056,31500
2,7,5,5,504,7056,22344,1596,31500
2,7,5,6,504,7056,1596,22344,31500
2,5,0,2,7056,504,1596,22344,31500
2,7,6,0,7056,504,22344,1596,31500
2,7,6,3,504,7056,22344,1596,31500
6,0,4,4,22344,1596,7056,504,31500
6,2,2,5,22344,1596,7056,504,31500
1,6,1,5,504,22344,7056,1596,31500
1,7,5,0,504,1596,7056,22344,31500
6,2,2,6,22344,1596,504,7056,31500
6,0,4,1,7056,1596,22344,504,31500
1,6,1,0,504,1596,7056,22344,31500
1,6,0,4,1596,22344,504,7056,31500
7,0,1,6,22344,7056,504,1596,31500
1,6,0,1,504,22344,1596,7056,31500
1,5,7,5,7056,1596,22344,504,31500
1,5,7,3,504,1596,22344,7056,31500
0,0,1,7,504,22344,7056,1596,31500
1,3,5,1,504,22344,1596,7056,31500
1,3,3,2,7056,1596,504,22344,31500
4,1,5,0,1596,504,7056,22344,31500
7,2,0,3,1596,22344,504,7056,31500
4,1,6,0,22344,504,7056,1596,31500
6,2,7,5,7056,1596,22344,504,31500
4,1,6,6,22344,7056,504,1596,31500
7,6,3,2,1596,504,7056,22344,31500
6,1,5,1,1596,504,22344,7056,31500
7,6,3,1,1596,504,22344,7056,31500
